gene	ensg	gene_group	Family_count	Family_connection	PS3	BS3	External_Eval	Exclusion	Training_set
DICER1	ENSG00000100697	MicroRNA protein coding host genes	3	114	18	1	0	0	1
DICER1	ENSG00000100697	RISC loading complex subunits	3	3	18	1	0	0	1
VWF	ENSG00000110799	Receptor ligands	1	19	21	1	0	0	1
RAG1	ENSG00000166349	RAG transposon derived genes	2	2	22	1	0	0	1
RAG1	ENSG00000166349	Ring finger proteins	2	15	22	1	0	0	1
MECP2	ENSG00000169057	Methyl-CpG binding domain containing	1	1	23	1	0	0	1
IDUA	ENSG00000127415	Glycoside hydrolase family	1	7	26	1	0	0	1
PKP2	ENSG00000057294	Armadillo repeat containing	2	2	28	1	0	0	1
PKP2	ENSG00000057294	Plakophilins	2	1	28	1	0	0	1
TSC2	ENSG00000103197	Armadillo like helical domain containing	3	30	30	1	0	0	1
TSC2	ENSG00000103197	Protein phosphatase 1 regulatory subunits	3	19	30	1	0	0	1
ARSA	ENSG00000100299	Sulfatases	1	7	30	1	0	0	1
TSC2	ENSG00000103197	TSC complex	3	2	30	1	0	0	1
SDHB	ENSG00000117118	Mitochondrial complex II: succinate dehydrogenase subunits	1	4	33	1	0	0	1
FBN1	ENSG00000166147	Fibrillin family	1	2	37	1	0	0	1
PTPN11	ENSG00000179295	Protein tyrosine phosphatases non-receptor type	2	1	38	1	0	0	1
PTPN11	ENSG00000179295	SH2 domain containing	2	13	38	1	0	0	1
ARSB	ENSG00000113273	Sulfatases	1	7	65	1	0	0	1
GLA	ENSG00000102393	Galactosidases alpha	1	2	73	1	0	0	1
BRIP1	ENSG00000136492	BRCA1 B complex	3	3	80	1	0	0	1
BRIP1	ENSG00000136492	DEAH-box helicases	3	6	80	1	0	0	1
BRIP1	ENSG00000136492	FA complementation groups	3	14	80	1	0	0	1
SPRED1	ENSG00000166068	Protein phosphatase 1 regulatory subunits	2	19	1	2	0	0	1
SPRED1	ENSG00000166068	Sprouty related EVH1 domain containing 	2	1	1	2	0	0	1
BBS10	ENSG00000179941	Chaperonins	1	4	3	2	0	0	1
SCN1B	ENSG00000105711	Sodium voltage-gated channel beta subunits	2	1	3	2	0	0	1
SCN1B	ENSG00000105711	V-set domain containing	2	5	3	2	0	0	1
CFI	ENSG00000205403	Complement system regulators and receptors	2	6	4	2	0	0	1
CFI	ENSG00000205403	Scavenger receptor cysteine rich domain containing	2	2	4	2	0	0	1
MEFV	ENSG00000103313	Pyrin domain containing	2	5	5	2	0	0	1
MEFV	ENSG00000103313	Tripartite motif family	2	3	5	2	0	0	1
CYP21A2	ENSG00000231852	Cytochrome P450 family 21	1	1	6	2	0	0	1
RAG2	ENSG00000175097	RAG transposon derived genes	1	2	6	2	0	0	1
RBM20	ENSG00000203867	RNA binding motif containing	2	9	6	2	0	0	1
RBM20	ENSG00000203867	Zinc fingers matrin-type	2	1	6	2	0	0	1
RB1	ENSG00000139687	Receptor ligands	1	19	8	2	0	0	1
FGFR1	ENSG00000077782	CD molecules	3	45	11	2	0	0	1
FGFR1	ENSG00000077782	I-set domain containing	3	18	11	2	0	0	1
FGFR1	ENSG00000077782	Receptor tyrosine kinases	3	13	11	2	0	0	1
AGXT	ENSG00000172482	Transaminases	1	4	11	2	0	0	1
PKD1	ENSG00000008710	C-type lectin domain containing	2	4	12	2	0	0	1
PKD1	ENSG00000008710	MicroRNA protein coding host genes	2	114	12	2	0	0	1
RYR2	ENSG00000198626	Armadillo like helical domain containing	4	30	15	2	0	0	1
ABCD1	ENSG00000101986	ATP binding cassette subfamily D	1	2	15	2	0	0	1
RYR2	ENSG00000198626	EF-hand domain containing	4	23	15	2	0	0	1
FANCA	ENSG00000187741	FA complementation groups	2	14	15	2	0	0	1
FANCA	ENSG00000187741	FA core complex	2	5	15	2	0	0	1
RYR2	ENSG00000198626	MicroRNA protein coding host genes	4	114	15	2	0	0	1
RYR2	ENSG00000198626	Ryanodine receptors	4	2	15	2	0	0	1
POLG	ENSG00000140521	DNA polymerases	2	6	18	2	0	0	1
POLG	ENSG00000140521	MicroRNA protein coding host genes	2	114	18	2	0	0	1
TNNT2	ENSG00000118194	Troponin complex subunits	1	4	23	2	0	0	1
SLC26A4	ENSG00000091137	Solute carrier family 26	1	3	35	2	0	0	1
BARD1	ENSG00000138376	Ankyrin repeat domain containing	3	22	57	2	0	0	1
BARD1	ENSG00000138376	BRCA1 B complex	3	3	57	2	0	0	1
BARD1	ENSG00000138376	Ring finger proteins	3	15	57	2	0	0	1
ATP7B	ENSG00000123191	ATPase copper transporting	1	2	68	2	0	0	1
TSC1	ENSG00000165699	Armadillo like helical domain containing	2	30	10	3	0	0	1
TSC1	ENSG00000165699	TSC complex	2	2	10	3	0	0	1
BLM	ENSG00000197299	RecQ like helicases	1	3	11	3	0	0	1
STK11	ENSG00000118046	STK11 family kinases	1	1	12	3	0	0	1
HNF1A	ENSG00000135100	HNF class homeoboxes	1	2	17	3	0	0	1
GJB2	ENSG00000165474	Gap junction proteins	1	6	28	3	0	0	1
SLC22A5	ENSG00000197375	Solute carrier family 22	1	2	31	3	0	0	1
MYBPC3	ENSG00000134571	I-set domain containing	2	18	72	3	0	0	1
MYBPC3	ENSG00000134571	Myosin binding proteins	2	2	72	3	0	0	1
SCN5A	ENSG00000183873	Sodium voltage-gated channel alpha subunits	1	8	72	3	0	0	1
HNF4A	ENSG00000101076	Hepatocyte nuclear factor 4 family	2	1	6	4	0	0	1
HNF4A	ENSG00000101076	MicroRNA protein coding host genes	2	114	6	4	0	0	1
DPYD	ENSG00000188641	Flavoproteins	1	42	9	4	0	0	1
RUNX1	ENSG00000159216	Runt-related transcription factors	1	2	13	5	0	0	1
HBB	ENSG00000244734	Hemoglobin subunits	1	4	47	5	0	0	1
APC	ENSG00000134982	Armadillo repeat containing	2	2	90	5	0	0	1
APC	ENSG00000134982	Protein phosphatase 1 regulatory subunits	2	19	90	5	0	0	1
MUTYH	ENSG00000132781	DNA glycosylases	1	2	71	6	0	0	1
ATM	ENSG00000149311	Armadillo like helical domain containing	1	30	419	6	0	0	1
CDH1	ENSG00000039068	CD molecules	2	45	51	7	0	0	1
CDH1	ENSG00000039068	Type I classical cadherins	2	2	51	7	0	0	1
CFTR	ENSG00000001626	ATP binding cassette subfamily C	2	5	136	8	0	0	1
CFTR	ENSG00000001626	"Chloride channels, ATP-gated CFTR"	2	1	136	8	0	0	1
PALB2	ENSG00000083093	FA complementation groups	2	14	160	16	0	0	1
PALB2	ENSG00000083093	WD repeat domain containing	2	26	160	16	0	0	1
LDLR	ENSG00000130164	Low density lipoprotein receptors	2	3	177	17	0	0	1
LDLR	ENSG00000130164	MicroRNA protein coding host genes	2	114	177	17	0	0	1
UBE3A	ENSG00000114062	HECT domain containing	1	5	87	34	0	0	1
CHEK2	ENSG00000183765	Checkpoint kinase 2 family	1	1	129	70	0	0	1
RAD51C	ENSG00000108384	FA complementation groups	1	14	67	83	0	0	1
PTEN	ENSG00000171862	C2 tensin-type domain containing	3	1	864	1983	0	0	1
PTEN	ENSG00000171862	Phosphoinositide phosphatases	3	6	864	1983	0	0	1
PTEN	ENSG00000171862	PTEN protein phosphatases	3	1	864	1983	0	0	1
MTHFR	ENSG00000177000	Flavoproteins	1	42	1709	2323	0	0	1
BRCA1	ENSG00000012048	BRCA1 A complex	6	1	932	2569	0	0	1
BRCA1	ENSG00000012048	BRCA1 B complex	6	3	932	2569	0	0	1
BRCA1	ENSG00000012048	BRCA1 C complex	6	4	932	2569	0	0	1
BRCA1	ENSG00000012048	FA complementation groups	6	14	932	2569	0	0	1
BRCA1	ENSG00000012048	Protein phosphatase 1 regulatory subunits	6	19	932	2569	0	0	1
BRCA1	ENSG00000012048	Ring finger proteins	6	15	932	2569	0	0	1
BRCA2	ENSG00000139618	FA complementation groups	1	14	1617	3411	0	0	1
LEPR	ENSG00000116678	CD molecules	2	45	952	5895	0	0	1
LEPR	ENSG00000116678	Immunoglobulin like domain containing	2	7	952	5895	0	0	1
BAP1	ENSG00000163930	Ubiquitin C-terminal hydrolases	1	1	4536	13575	0	0	1
KCNH5	ENSG00000140015	PAS domain containing	2	4	1	0	0	1	0
KCNH2	ENSG00000055118	PAS domain containing	2	4	80	3	0	1	0
NCOA3	ENSG00000124151	Basic helix-loop-helix proteins	3	9	1	0	0	1	0
BRPF1	ENSG00000156983	Bromodomain containing	3	6	1	0	0	1	0
NCOA3	ENSG00000124151	Lysine acetyltransferases	3	3	1	0	0	1	0
BRPF1	ENSG00000156983	PHD finger proteins	3	8	1	0	0	1	0
EPAS1	ENSG00000116016	Basic helix-loop-helix proteins	2	9	2	0	0	1	0
DNMT3B	ENSG00000088305	7BS C5-cytosine DNA/RNA methyltransferases	3	3	3	0	0	1	0
DNMT3B	ENSG00000088305	DNA/RNA methyltransferases	3	7	3	0	0	1	0
DNMT3A	ENSG00000119772	7BS C5-cytosine DNA/RNA methyltransferases	4	3	5	0	0	1	0
DNMT3A	ENSG00000119772	DNA/RNA methyltransferases	4	7	5	0	0	1	0
DNMT3A	ENSG00000119772	MicroRNA protein coding host genes	4	114	5	0	0	1	0
NSD1	ENSG00000165671	Histone lysine methyltransferases	4	5	8	0	0	1	0
NSD1	ENSG00000165671	PHD finger proteins	4	8	8	0	0	1	0
NSD1	ENSG00000165671	SET domain containing	4	6	8	0	0	1	0
